Date of Data,Recipient/Sub-Recipient Name,Recipient/Sub-Recipient Address,Recipient/Sub-Recipient City,Recipient/Sub-Recipient State Abbreviation,Recipient/Sub-Recipient ZIP Code,HAB Provider Type Description,Received Part A Funding Indicator,Part A Grantee Name,Part A Grant Number,Received Part B Funding Indicator,Part B Grantee Name,Part B Grant Number,Received Part C Funding Indicator,Part C Grantee Name,Part C Grant Number,Received Part D Funding Indicator,Part D Grantee Name,Part D Grant Number,Reporting Year,HHS Region Number,HHS Region Code,HHS Region Name,State Federal Information Processing Standard Code,State Name,State County FIPS Code,County FIPS,County or County Equivalent Name,County Description,County within 100 Kilometers of U.S. - Mexico Border Indicator,U.S. - Mexico Border 100 Kilometer Status Indicator,U.S. - Mexico Border County Indicator,Complete County Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Congress Number Text,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,U.S. Congressional Representative Title,U.S. Representative Party Code,U.S. House of Representatives Member Website,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common County Name with State Abbreviation,Common HHS Region Code,Common HHS Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State FIPS Code Congressional District Number,Common State Name,Common Postal Code,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,RWHAP Funded Services
03/25/2024,SHELBY COUNTY HEALTH CARE CORP,842 Jefferson Ave,Memphis,TN,38103-2808,Hospital or university-based clinic,Y,"SHELBY, COUNTY OF",H89HA11464,Y,"Health, Tennessee Dept Of",X07HA00024,Y,SHELBY COUNTY HEALTH CARE CORPORATION,H76HA00568,Y,,,2023,4,04,Region 4,47,Tennessee,47157,157,Shelby,County            ,N,N,N,Shelby County,Marsha Blackburn,Bill Hagerty,118,09,Tennessee District 09,4709,Steve Cohen,Representative,D,https://cohen.house.gov/,-90.03233725,35.14263487,"Memphis, TN",Tennessee District 09,118,"Shelby County, TN",04,Region 4,TN,47157,47,4709,Tennessee,38103,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services
03/25/2024,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,Hospital or university-based clinic,Y,,,Y,,,Y,University Of Alabama At Birmingham,H76HA25710,Y,University Of Alabama At Birmingham,H12HA24770,2023,4,04,Region 4,01,Alabama,01073,073,Jefferson,County            ,N,N,N,Jefferson County,Tommy Tuberville,Tommy Tuberville,118,07,Alabama District 07,0107,Terri A. Sewell,Representative,D,https://sewell.house.gov/,-86.79955706,33.50553288,"Birmingham, AL",Alabama District 07,118,"Jefferson County, AL",04,Region 4,AL,01073,01,0107,Alabama,35233,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Technical assistance; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,"SOUTHERN ILLINOIS HEALTHCARE FOUNDATION, INC.",2041 Goose Lake Rd,Sauget,IL,62206-2822,Publicly funded community health center,Y,,,Y,"Public Health, Illinois Department Of",X07HA00013,Y,"Southern Illinois Health Care Foundation, Inc.",H76HA00579,Y,,,2023,5,05,Region 5,17,Illinois,17163,163,St. Clair,County            ,N,N,N,St. Clair County,Richard J. Durbin,Tammy Duckworth,118,13,Illinois District 13,1713,Nikki Budzinski,Representative,D,https://budzinski.house.gov,-90.13407067,38.56352789,"Sauget, IL",Illinois District 13,118,"St. Clair County, IL",05,Region 5,IL,17163,17,1713,Illinois,62206,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services; Referral for health care/supportive services
03/25/2024,DEPARTMENT OF PUBLIC HEALTH GEORGIA,2100 Comer Ave,Columbus,GA,31904-8725,Health department,Y,,,Y,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",X07HA22709,Y,"PUBLIC HEALTH, GEORGIA DEPT OF",H76HA00582,Y,,,2023,4,04,Region 4,13,Georgia,13215,215,Muscogee,County            ,N,N,N,Muscogee County,Jon Ossoff,Raphael G. Warnock,118,02,Georgia District 02,1302,"Sanford D. Bishop, Jr.",Representative,D,https://bishop.house.gov/,-84.97929753,32.48348916,"Columbus, GA",Georgia District 02,118,"Muscogee County, GA",04,Region 4,GA,13215,13,1302,Georgia,31904,07/18/2024,2024/07/18,Administrative or technical support; Outpatient/ambulatory medical care; Oral health care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Linguistics services; Medical transportation services
03/25/2024,MARY WASHINGTON HEALTHCARE,,,,,Hospital or university-based clinic,Y,"DISTRICT OF COLUMBIA, GOVERNMENT OF",H89HA00012,Y,"HEALTH, VIRGINIA DEPARTMENT OF",X07HA00009,Y,Mary Washington Healthcare,H76HA00583,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Administrative or technical support; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Health education/risk reduction; Linguistics services; Medical transportation services; Psychosocial support services
03/25/2024,"LOW COUNTRY HEALTH CARE SYSTEM, INC.",333 Revolutionary Trl,Fairfax,SC,29827-7109,Publicly funded community health center,Y,,,Y,,,Y,,H76HA00584 / H76HA31,Y,Eau Claire Cooperative Health Center,H12HA31110,2023,4,04,Region 4,45,South Carolina,45005,005,Allendale,County            ,N,N,N,Allendale County,Lindsey Graham,Tim Scott,118,06,South Carolina District 06,4506,James E. Clyburn,Representative,D,https://clyburn.house.gov/,-81.25438797,32.9661593,"Fairfax, SC",South Carolina District 06,118,"Allendale County, SC",04,Region 4,SC,45005,45,4506,South Carolina,29827,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services; Outreach services; Other Professional Services
03/25/2024,CHADRON COMMUNITY HOSPITAL CORPORATION,825 Centennial Dr,Chadron,NE,69337-9400,Other facility,Y,,,Y,,,Y,CHADRON COMMUNITY HOSPITAL CORPORATION,H76HA00586,Y,,,2023,7,07,Region 7,31,Nebraska,31045,045,Dawes,County            ,N,N,N,Dawes County,Deb Fischer,Ben Sasse,118,03,Nebraska District 03,3103,Adrian Smith,Representative,R,https://adriansmith.house.gov/,-103.0133529,42.82364083,"Chadron, NE",Nebraska District 03,118,"Dawes County, NE",07,Region 7,NE,31045,31,3103,Nebraska,69337,07/18/2024,2024/07/18,Planning or evaluation; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Health education/risk reduction; Medical transportation services; Outreach services
03/25/2024,"OKALOOSA, COUNTY OF",221 Hospital Dr NE,Fort Walton Beach,FL,32548-5066,Health department,Y,,,Y,,,Y,"Health, Florida Department of",H76HA00590,Y,,,2023,4,04,Region 4,12,Florida,12091,091,Okaloosa,County            ,N,N,N,Okaloosa County,Marco Rubio,Rick Scott,118,01,Florida District 01,1201,Matt Gaetz,Representative,R,https://gaetz.house.gov,-86.60199275,30.41408394,"Fort Walton Beach, FL",Florida District 01,118,"Okaloosa County, FL",04,Region 4,FL,12091,12,1201,Florida,32548,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Linguistics services; Medical transportation services; Outreach services; Referral for health care/supportive services
03/25/2024,"RIVERSIDE HEALTH CARE SYSTEM, INC.",967 N Broadway,Yonkers,NY,10701-1111,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,"Riverside Health Care System, Inc.",H76HA00779,Y,,,2023,2,02,Region 2,36,New York,36119,119,Westchester,County            ,N,N,N,Westchester County,Charles E. Schumer,Kirsten E. Gillibrand,118,16,New York District 16,3616,Jamaal Bowman,Representative,D,https://bowman.house.gov,-73.88529925,40.96943162,"Yonkers, NY",New York District 16,118,"Westchester County, NY",02,Region 2,NY,36119,36,3616,New York,10701,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical)
03/25/2024,"ST. MARYS HOSPITAL & MEDICAL CENTER, INC.",2635 N 7th St,Grand Junction,CO,81501-8209,Hospital or university-based clinic,Y,,,Y,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",X07HA00056,Y,"ST. MARY'S HOSPITAL & MEDICAL CENTER, INC.",H76HA00593,Y,,,2023,8,08,Region 8,08,Colorado,08077,077,Mesa,County            ,N,N,N,Mesa County,Michael F. Bennet,John W. Hickenlooper,118,03,Colorado District 03,0803,Lauren Boebert,Representative,R,https://boebert.house.gov,-108.5615667,39.09085739,"Grand Junction, CO",Colorado District 03,118,"Mesa County, CO",08,Region 8,CO,08077,08,0803,Colorado,81501,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Substance abuse services-outpatient
03/25/2024,HENDRY COUNTY HEALTH DEPARTMENT,1140 Pratt Blvd,Labelle,FL,33935,Health department,Y,,,Y,"Health, Florida Department of",X07HA00057,Y,"Health, Florida Department of",H76HA00594,Y,,,2023,4,04,Region 4,12,Florida,12051,051,Hendry,County            ,N,N,N,Hendry County,Marco Rubio,Rick Scott,118,18,Florida District 18,1218,C. Scott Franklin,Representative,R,https://franklin.house.gov,-81.42851888,26.74464364,"Labelle, FL",Florida District 18,118,"Hendry County, FL",04,Region 4,FL,12051,12,1218,Florida,33935,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Medical transportation services
03/25/2024,WHATLEY HEALTH SERVICES INC,2731 Ml King Jr Blvd,Tuscaloosa,AL,35401-5235,Publicly funded community health center,Y,,,Y,"PUBLIC HEALTH, ALABAMA DEPARTMENT OF",X07HA00049,Y,"Whatley Health Services, Inc.",H76HA00595,Y,,,2023,4,04,Region 4,01,Alabama,01125,125,Tuscaloosa,County            ,N,N,N,Tuscaloosa County,Tommy Tuberville,Tommy Tuberville,118,07,Alabama District 07,0107,Terri A. Sewell,Representative,D,https://sewell.house.gov/,-87.5774022,33.18713388,"Tuscaloosa, AL",Alabama District 07,118,"Tuscaloosa County, AL",04,Region 4,AL,01125,01,0107,Alabama,35401,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Other fiscal services; Technical assistance; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Linguistics services; Medical transportation services; Outreach services; Referral for health care/supportive services; Other Professional Services
03/25/2024,POLK COUNTY HEALTH DEPARTMENT,1255 Brice Blvd,Bartow,FL,33830-6735,Health department,Y,,,Y,"Health, Florida Department of",X07HA00057,Y,"Health, Florida Department of",H76HA00596,Y,,,2023,4,04,Region 4,12,Florida,12105,105,Polk,County            ,N,N,N,Polk County,Marco Rubio,Rick Scott,118,18,Florida District 18,1218,C. Scott Franklin,Representative,R,https://franklin.house.gov,-81.82072434,27.88333352,"Bartow, FL",Florida District 18,118,"Polk County, FL",04,Region 4,FL,12105,12,1218,Florida,33830,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services
03/25/2024,FLORIDA DEPARTMENT OF HEALTH,"4052 Bald Cypress Way, #BIN",Tallahassee,FL,32399-7017,Health department,Y,"Orange, County of",H89HA00030,Y,,X07HA00057 / X08HA32,Y,,H76HA00087 / H76HA00,Y,"Health, Florida Department of",H12HA24788,2023,4,04,Region 4,12,Florida,12073,073,Leon,County            ,N,N,N,Leon County,Marco Rubio,Rick Scott,118,02,Florida District 02,1202,Neal P. Dunn,Representative,R,https://dunn.house.gov,-84.22885149,30.38995017,"Tallahassee, FL",Florida District 02,118,"Leon County, FL",04,Region 4,FL,12073,12,1202,Florida,32399,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Other fiscal services; Technical assistance; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Home health care; Home and community-based health services; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services; Substance abuse services-residential
03/25/2024,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,,,,,Hospital or university-based clinic,Y,CUYAHOGA COUNTY,H89HA23812,Y,"Health, Ohio Department of",X07HA00016,Y,University Hospitals Cleveland Medical Center,H76HA00608,Y,University Hospitals Cleveland Medical Center,H12HA24823,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Medical transportation services; Psychosocial support services
03/25/2024,TOTAL HEALTH CARE INC,2401 Liberty Heights Ave STE 111-113,Baltimore,MD,21215-8019,Publicly funded community health center,Y,"BALTIMORE, CITY OF",H89HA00017,Y,"HEALTH, MARYLAND DEPARTMENT OF",X07HA00012,Y,"Total Health Care, Inc.",H76HA00609,Y,,,2023,3,03,Region 3,24,Maryland,24510,510,Baltimore City,City              ,N,N,N,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,118,07,Maryland District 07,2407,Kweisi Mfume,Representative,D,https://mfume.house.gov/,-76.65392267,39.31867559,"Baltimore, MD",Maryland District 07,118,"Baltimore City, MD",03,Region 3,MD,24510,24,2407,Maryland,21215,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Medical transportation services; Outreach services
03/25/2024,SOUTHWEST CARE CENTER,"649 Harkle Rd, Ste E",Santa Fe,NM,87505-4765,Other community-based service organization (CBO),Y,,,Y,"HEALTH, NEW MEXICO DEPARTMENT OF",X07HA00084,Y,SOUTHWEST C. A. R. E. CENTER,H76HA00612,Y,,,2023,6,06,Region 6,35,New Mexico,35049,049,Santa Fe,County            ,N,N,N,Santa Fe County,Martin Heinrich,Ben Ray Luján,118,03,New Mexico District 03,3503,Teresa Leger Fernandez,Representative,D,https://fernandez.house.gov,-105.95335539,35.65940761,"Santa Fe, NM",New Mexico District 03,118,"Santa Fe County, NM",06,Region 6,NM,35049,35,3503,New Mexico,87505,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Case management (non-medical)
